1,2697,2698
2,2698,2699
3,2699,2700
4,2700,2701
5,2701,2702
6,2707,2697
7,2702,2708
8,2709,2710
9,2710,2697
10,2709,2720
11,2720,2721
12,2721,2709
13,2708,2727
14,2727,2728
15,2728,2729
16,2729,2730
17,2730,2731
18,2731,2732
19,2732,2733
20,2733,2734
21,2734,2735
22,2735,2736
23,2736,2737
24,2722,2748
25,2748,2749
26,2749,2750
27,2750,2751
28,2751,2752
29,2752,2702
30,2763,2764
31,2764,2722
32,2707,2778
33,2778,2779
34,2779,2710
35,2778,2780
36,2707,2782
37,2722,2786
38,2786,2787
39,2787,2788
40,2789,2790
41,2790,2791
42,2791,2792
43,2792,2793
44,2793,2722
45,2702,2794
46,2794,2795
47,2795,2796
48,2796,2789
49,2838,2839
50,2839,2840
51,2840,2841
52,2841,2842
53,2842,2843
54,2843,2707
55,2851,2852
56,2852,2853
57,2853,2854
58,2854,2855
59,2855,2856
60,2856,2857
61,2857,2858
62,2858,2859
63,2859,2860
64,2860,2861
65,2861,2862
66,2862,2863
67,2863,2864
68,2864,2865
69,2865,2866
70,2866,2710
71,2708,2867
72,2867,2868
73,2868,2851
