278009630,484700.331052,4216763.151346
278009631,484627.078733,4216684.609751
278009632,484550.365014,4216603.179395
1030974704,484722.724679,4216593.70354
278009633,484515.897031,4216560.593119
1540878846,484511.463405,4216571.475064
1540934773,484506.645125,4216545.731478
278009636,484494.000988,4216512.812765
1030974506,484609.285504,4216467.381981
1030975335,484477.401379,4216465.444099
278009637,484472.067966,4216450.231141
360201326,484470.144605,4216443.921433
1540878873,484463.861819,4216455.284002
278009638,484451.852506,4216378.026532
1540934710,484444.480175,4216341.846953
278009641,484425.707861,4216240.22552
1540934711,484421.372092,4216214.858328
278009643,484370.418789,4216048.544756
278009644,484305.157219,4215916.643771
1030689412,484457.782434,4216017.611345
1540881851,484399.711763,4215880.769628
1540934715,484301.222114,4215908.518286
278009645,484213.269468,4215733.466657
1540934716,484205.893123,4215718.86806
278009648,484112.183212,4215625.147461
360193341,483830.624744,4215645.313229
1540811947,483825.477088,4215649.628407
1540878016,483836.248478,4215637.834902
360193613,483825.524238,4215749.354615
1030323792,483809.266286,4215775.804995
1540812075,483817.952637,4215742.823174
360201319,483855.225935,4216781.322302
360202166,483891.037466,4216765.529684
360201321,483997.789045,4216713.671524
1540812010,484048.161539,4216691.837497
360201323,484122.597806,4216658.728609
1030974504,484182.138663,4216621.399478
1030975228,484125.282516,4216664.171318
360201324,484277.926982,4216561.277783
1030975482,484363.403058,4216509.087931
1030975489,484241.563187,4216500.233369
1540934709,484466.544681,4216431.989473
360202152,483851.842077,4216634.324523
1540812015,483804.735568,4216725.012069
360201490,483802.085258,4216728.223896
1540878856,483804.728706,4216739.325293
360201847,483820.971372,4216078.089887
1030323795,483840.845294,4216067.010769
1540812023,483824.738049,4216085.083735
360201850,483843.936613,4216163.136114
360203947,483858.891564,4216214.711913
360201910,483994.228953,4216344.286833
360201911,484058.155729,4216325.078335
360203708,484071.017322,4216383.182744
1540812026,484203.258993,4216287.517325
360201912,484208.397631,4216283.180206
360203788,484195.3337,4216233.419799
360201919,484076.941791,4216413.41761
1030974515,484157.574322,4216363.809151
360201942,483931.274915,4216475.192389
360201943,484016.155921,4216451.315785
360202111,483945.012974,4216528.290829
1030975238,484054.124984,4216525.304539
1030975397,484067.377657,4216418.917322
360201944,484355.223191,4216242.212287
1540812027,484385.914955,4216220.53991
360202039,484191.139607,4216797.268168
1030975352,484259.145565,4216753.35477
360202137,483836.950644,4216556.729614
1540812034,483805.066523,4216617.107573
1030974544,483955.721131,4216569.955741
360202117,483968.158681,4216612.760133
1540812029,484018.774963,4216598.781075
360202135,483965.423191,4216603.82249
360202814,483851.030634,4216605.11164
360202146,483859.053926,4216632.224399
1540812030,483891.799741,4216376.075839
360202278,483901.586532,4216372.372956
360203626,483916.398478,4216422.939462
1540812025,483911.046739,4216367.561174
360202618,483887.255807,4216321.372811
360203784,483943.891675,4216304.385718
360203654,483808.249459,4216452.543814
1540812044,483995.535193,4216402.713216
360203785,483979.679944,4216293.486675
360203786,484001.18574,4216287.575267
360203787,484035.721765,4216277.433403
1030323833,484182.123484,4216176.070374
360203835,483914.356462,4216199.413436
360203933,484169.080971,4216128.495787
1030323861,484014.797691,4216172.199946
1060029297,484157.410462,4216083.137679
360203940,484007.19991,4216174.467112
360203943,483972.346459,4216183.910695
1030323825,484021.602201,4216226.454814
1030323851,483873.390623,4216270.882175
1030329188,484410.72406,4215861.642304
716888902,484506.975858,4215636.943149
1030328458,484488.497885,4215756.87584
952161183,484760.279185,4216414.71889
1030688867,484759.114875,4216406.255181
1030689651,484631.624857,4216466.485843
952161380,484790.633928,4216774.722855
952161496,484723.841861,4216789.15988
952161635,484774.535235,4216793.049139
952161861,484773.088723,4216409.613422
1540869664,484778.974069,4216420.132155
1030313077,483875.851392,4215603.227958
1030313208,483888.090341,4215642.182426
1030313082,483947.202378,4215642.43294
1030313183,483952.90357,4215652.11927
1030313192,484003.420463,4215602.024537
1030313087,484135.685408,4215703.103384
1030313138,484165.791434,4215672.488366
1030323803,484169.788595,4215767.369318
1030313089,483939.62945,4215751.926962
1030323711,483974.098553,4215814.282948
1030323718,483888.326526,4215780.587154
1030313102,484041.859168,4215694.53062
1030313220,483992.044692,4215722.399483
1540878043,484040.467764,4215691.482061
1540878032,484196.573005,4215637.367395
1540934719,484143.155078,4215652.349292
1030313142,484221.986161,4215719.991094
1030313259,484237.463679,4215733.952823
