1,446503.791558,4634626.359958
8297,446910.818873,4636189.184304
253,446948.265334,4636167.475831
254,446935.583956,4636167.281617
9832,446839.740943,4636167.729873
448,446946.857363,4635511.590347
8322,446946.65047,4635527.269783
9818,446931.129365,4635511.441019
469,446012.829631,4636139.163192
470,446078.847199,4636136.331371
9516,446071.767019,4636143.790918
872,446128.678789,4636137.353301
18802,446129.774966,4636131.970985
589,446355.901501,4636089.292859
590,446374.057707,4636061.619824
592,446380.750874,4636050.099672
594,446386.994295,4636038.360846
596,446393.254609,4636025.555978
598,446397.84157,4636013.141222
600,446401.53026,4636000.455646
602,446404.475139,4635988.175389
604,446406.520988,4635975.524385
606,446408.136732,4635960.855809
608,446410.27337,4635892.987182
19034,446412.079123,4635867.169421
609,446509.200608,4635861.809303
610,446502.630904,4635917.441981
18884,446510.374656,4635910.954987
612,446500.458011,4635941.930072
614,446497.741834,4635965.900389
616,446495.012334,4635988.094273
618,446491.33808,4636013.770604
620,446485.610169,4636052.1757
622,446483.555123,4636068.035618
624,446482.782176,4636076.71314
626,446483.010077,4636083.85088
628,446484.061151,4636091.204501
630,446485.058636,4636096.948541
632,446493.107701,4636126.711659
634,446498.119315,4636145.405358
636,446500.985158,4636162.36085
638,446501.417153,4636169.052924
640,446501.22084,4636176.060611
642,446500.710833,4636182.182387
644,446499.85636,4636187.74048
646,446498.326674,4636195.102388
829,446546.448463,4635237.333417
830,446545.523615,4635286.628044
19151,446537.135888,4635237.258953
19242,446541.130908,4635323.923788
19252,446547.038483,4635323.71291
833,446715.295855,4634637.31085
834,446714.928514,4634700.291608
836,446709.378549,4634967.001537
3806,446490.434145,4634696.777592
838,446706.382427,4635174.500654
840,446705.471744,4635226.948476
1928,446548.279798,4635171.687892
9782,446827.756896,4635228.133272
10408,446705.251973,4635238.619716
874,446170.419972,4636134.062
876,446251.928958,4636123.286853
878,446270.978034,4636121.633069
880,446287.054169,4636120.801196
882,446304.098314,4636120.68378
884,446318.74794,4636121.061897
886,446326.373705,4636120.993321
888,446334.062256,4636120.446836
890,446347.286872,4636116.727509
892,446353.938218,4636113.990396
894,446359.963874,4636110.813867
896,446366.20706,4636106.769644
898,446371.956658,4636102.196182
900,446390.580333,4636082.602908
5964,446402.919152,4636069.230439
901,446494.603987,4636064.088642
902,446494.774041,4636071.260126
904,446495.554395,4636077.927376
906,446497.091787,4636084.844315
908,446499.145362,4636090.880213
910,446502.217546,4636097.741212
912,446505.358528,4636102.714126
914,446509.247743,4636107.870178
916,446513.223811,4636112.437104
918,446518.848544,4636117.746679
920,446523.765652,4636121.651446
922,446529.710537,4636125.393053
924,446534.269117,4636127.968118
926,446540.622972,4636130.918326
928,446546.771255,4636133.015126
930,446552.34919,4636134.305667
932,446558.189075,4636135.116802
934,446595.958972,4636136.721063
936,446630.62749,4636138.626346
938,446706.308461,4636147.408657
15158,446716.441835,4636147.543801
978,446331.22275,4636199.546311
980,446329.059361,4636192.167781
982,446327.988281,4636184.381298
984,446327.728652,4636175.256298
986,446328.177148,4636169.801172
988,446328.891917,4636165.543201
990,446330.384616,4636159.902553
992,446331.9208,4636155.62729
994,446335.837039,4636147.836537
996,446338.902914,4636142.828032
998,446341.758818,4636138.587241
1000,446346.168805,4636133.546406
1002,446351.615543,4636128.431145
1004,446355.353703,4636125.638253
1006,446359.905319,4636122.872547
1008,446364.196086,4636120.730597
1010,446368.506461,4636118.988222
1012,446376.396219,4636116.508284
1014,446381.2509,4636115.416917
1016,446386.814422,4636114.786557
1018,446395.081645,4636115.046327
1020,446403.312807,4636116.028096
1022,446421.215409,4636119.712949
1024,446488.328291,4636134.508807
1026,446513.166601,4636139.074464
1028,446572.010806,4636149.03663
1043,444710.518485,4636132.720918
1044,444732.711507,4636137.367543
21124,445071.666005,4636138.853628
1046,444772.646628,4636144.152833
1048,444827.889399,4636151.630297
1050,444889.345168,4636156.650672
1052,445013.497681,4636171.613333
1053,445040.711511,4636172.036174
1054,445120.400297,4636163.282905
6732,445140.60706,4636174.064065
1056,445180.247692,4636159.92402
1058,445255.34893,4636155.648931
1060,445270.425144,4636154.300588
1062,445284.834797,4636152.60209
1064,445354.568571,4636143.117388
21138,445471.481363,4636144.741795
1066,446950.424818,4635240.609393
1068,446926.255803,4635240.478513
9866,446949.951856,4635272.945785
1070,446876.32262,4635239.995722
1072,446827.527134,4635239.60472
1207,443288.600388,4636118.973938
1208,443336.512159,4636129.940308
21170,443450.486064,4636115.543793
1210,443411.080166,4636147.368315
1212,443478.751118,4636159.488872
6571,443555.57389,4636159.945553
1215,444719.140859,4635434.483982
1216,444720.494153,4635369.307729
