1,99,83
2,83,99
3,74,83
4,70,74
5,61,67
6,59,61
7,49,59
8,67,70
9,9,14
10,14,15
11,15,16
12,16,17
13,83,84
14,84,83
15,2,9
16,1,2
17,3,1
18,52,49
19,84,85
20,85,84
21,85,87
22,87,85
23,87,93
24,93,87
25,17,19
26,19,18
27,18,25
28,93,92
29,92,93
30,92,94
31,94,92
32,94,96
33,96,94
34,96,82
35,82,96
36,82,98
37,73,82
38,52,73
39,82,86
40,39,45
41,45,52
42,4,3
43,51,52
44,30,31
45,31,38
46,38,39
47,25,30
48,34,38
49,23,25
50,22,23
51,86,89
52,50,51
53,5,4
54,35,34
55,32,35
56,57,50
57,6,5
58,89,90
59,53,57
60,54,53
61,58,54
62,33,32
63,90,88
64,36,33
65,8,6
66,7,8
67,10,7
68,62,58
69,37,36
70,47,62
71,40,37
72,81,78
73,43,42
74,44,43
75,46,44
76,78,69
77,88,81
78,42,41
79,47,46
80,68,47
81,69,68
82,40,29
83,72,69
84,71,72
85,75,71
86,76,75
87,77,76
88,88,91
89,91,88
90,24,21
91,41,40
92,26,22
93,22,20
94,20,13
95,27,26
96,29,28
97,28,27
98,91,95
99,95,91
100,13,12
101,12,11
102,47,56
103,11,10
104,56,63
105,63,64
106,95,97
107,97,95
108,64,55
109,55,48
110,48,60
111,97,100
112,100,97
113,60,65
114,80,100
115,65,66
116,66,79
117,79,80
118,282,285
119,285,283
120,229,227
121,283,292
122,292,286
123,260,258
124,286,273
125,273,272
126,272,260
127,260,227
128,227,260
129,265,260
130,188,185
131,185,188
132,188,189
133,189,188
134,189,190
135,190,189
136,227,215
137,215,227
138,185,162
139,162,185
140,212,192
141,192,212
142,212,214
143,214,212
144,215,214
145,214,215
146,162,153
147,153,162
148,190,191
149,191,190
150,191,192
151,192,191
152,152,148
153,148,152
154,152,153
155,153,152
156,146,148
157,192,195
158,195,192
159,195,194
160,194,195
161,150,146
162,194,197
163,197,194
164,197,199
165,199,197
166,265,277
167,277,278
168,278,294
169,262,265
170,294,295
171,295,296
172,296,297
173,297,276
174,262,221
175,221,262
176,269,262
177,276,269
178,221,220
179,220,221
180,220,202
181,202,220
182,199,202
183,202,199
184,161,159
185,163,161
186,159,158
187,187,193
188,182,187
189,193,199
190,165,182
191,199,196
192,196,199
193,158,157
194,156,155
195,157,156
196,154,150
197,155,154
198,147,150
199,165,163
200,168,164
201,167,168
202,166,165
203,196,166
204,196,200
205,200,201
206,201,206
207,200,196
208,201,200
209,206,201
210,160,149
211,149,160
212,160,166
213,166,160
214,166,174
215,174,166
216,147,149
217,149,147
218,206,218
219,218,219
220,219,222
221,206,205
222,205,206
223,222,217
224,217,216
225,216,207
226,205,207
227,207,205
228,207,208
229,174,177
230,177,178
231,178,181
232,181,183
233,183,180
234,180,179
235,179,174
236,177,174
237,178,177
238,181,178
239,183,181
240,180,183
241,179,180
242,174,179
243,169,174
244,208,209
245,170,169
246,209,211
247,211,204
248,204,203
249,203,198
250,171,170
251,173,171
252,172,173
253,175,172
254,198,186
255,186,184
256,184,176
257,176,175
