99,444493.034573,4636023.376552
83,444475.819901,4636003.144186
74,444394.819934,4636014.342685
70,444366.780274,4636011.494997
61,444278.603802,4636003.850998
67,444318.658842,4636013.78769
59,444277.604423,4636003.858817
49,444273.504722,4635958.891135
9,443077.094761,4636001.352106
14,443797.934928,4636011.377601
15,443855.805929,4635999.171243
16,443856.805301,4635999.163365
17,443865.76115,4635899.093231
84,444475.879041,4635957.310658
2,443060.12006,4635982.487839
1,443059.120685,4635982.495828
3,443061.433707,4635740.477981
52,444276.192116,4635730.416875
85,444476.683548,4635932.304541
87,444478.256143,4635922.492345
93,444482.423534,4635835.260397
19,443872.839985,4635751.038156
18,443872.832106,4635750.038222
25,443889.458575,4635724.907347
92,444481.728997,4635810.26597
94,444482.541348,4635786.259781
96,444483.002085,4635781.256231
82,444474.646323,4635737.204973
98,444487.271943,4635745.62317
73,444376.423041,4635731.838015
86,444477.756536,4635685.297721
39,444100.53064,4635726.997802
45,444232.492187,4635730.963417
4,443062.025485,4635689.473404
51,444275.866378,4635685.874226
30,443994.786941,4635727.078417
31,444011.594753,4635729.196281
38,444093.534757,4635727.052706
34,444089.372951,4635674.33566
23,443887.585616,4635719.755462
22,443887.390626,4635476.12493
89,444479.420237,4635642.285041
50,444274.882142,4635655.882106
5,443062.793116,4635660.467345
35,444089.754938,4635659.33274
32,444089.192492,4635555.837736
57,444277.557898,4635637.861288
6,443064.768403,4635532.451955
90,444480.624169,4635540.276332
53,444276.33707,4635612.954313
54,444276.356461,4635556.871177
58,444277.589676,4635522.861741
33,444089.27362,4635534.337227
88,444479.364129,4635474.786595
36,444089.922483,4635521.498878
8,443066.069896,4635476.441739
7,443066.061905,4635475.441806
10,443080.94777,4635462.072897
62,444278.673164,4635501.653407
37,444091.751326,4635499.81798
47,444269.280141,4635466.815987
40,444102.055414,4635475.512251
81,444468.174222,4635475.373812
78,444413.394776,4635474.551051
43,444188.530919,4635477.809214
42,444178.524697,4635476.387624
44,444193.528157,4635477.770064
46,444255.676148,4635475.033492
69,444361.371021,4635477.832164
41,444123.546079,4635475.668659
68,444324.443985,4635475.245693
29,443975.593662,4635472.480715
72,444368.140494,4635439.154555
71,444368.132685,4635438.154622
